CheckOutID,ItemID,EmployeeID,CustomerID,CheckedOutOn
734,755,154,20,6/24/2021 21:52
735,501,111,28,8/3/2021 12:01
736,52,41,9,2/12/2021 14:13
737,579,87,177,3/31/2021 21:10
738,16,5,105,1/28/2021 22:47
739,311,53,3,6/25/2021 3:27
740,904,46,191,7/20/2021 18:42
741,670,144,182,7/26/2021 19:54
742,559,70,154,7/7/2021 19:33
743,451,37,2,7/9/2021 22:56
744,42,158,40,3/19/2021 3:23
745,910,20,148,10/12/2021 8:56
746,960,93,10,8/31/2021 6:16
747,142,166,149,8/25/2021 1:53
748,661,47,24,12/13/2020 13:47
749,848,184,3,10/8/2021 11:32
750,994,3,138,7/22/2021 11:25
751,496,45,159,9/11/2021 10:01
752,433,4,171,5/11/2021 21:58
753,113,99,194,1/17/2021 15:09
754,712,55,147,10/15/2021 23:29
755,592,27,126,3/18/2021 19:02
756,394,115,89,7/21/2021 5:11
757,450,147,18,9/19/2021 1:57
758,820,131,28,4/16/2021 6:01
759,331,40,145,8/22/2021 21:22
760,197,149,171,3/30/2021 19:54
761,305,84,146,2/18/2021 18:30
762,610,103,20,1/16/2021 13:51
763,688,9,117,2/22/2021 16:11
764,251,156,167,2/6/2021 15:03
765,559,76,158,6/12/2021 19:41
766,885,184,188,6/5/2021 8:35
767,267,19,169,6/23/2021 7:33
768,346,133,194,4/15/2021 1:52
769,842,33,91,9/10/2021 0:51
770,5,57,44,1/26/2021 17:08
771,183,1,14,9/4/2021 18:27
772,790,32,49,8/14/2021 1:16
773,95,154,141,8/19/2021 0:28
774,972,17,52,1/20/2021 5:43
775,761,10,112,5/21/2021 13:22
776,273,25,144,6/27/2021 11:29
777,232,32,97,10/4/2021 15:02
778,668,114,132,4/1/2021 1:13
779,534,164,181,7/3/2021 4:38
780,560,162,21,7/11/2021 3:20
781,537,162,136,8/21/2021 6:11
782,926,171,59,2/12/2021 15:26
783,580,148,168,4/19/2021 7:31
784,539,84,87,10/11/2021 23:15
785,918,190,180,1/12/2021 5:16
786,905,123,31,4/19/2021 7:05
787,757,187,196,2/5/2021 23:15
788,560,85,104,9/21/2021 16:48
789,959,25,91,6/4/2021 2:34
790,307,114,111,5/24/2021 20:51
791,674,150,141,12/27/2020 13:57
792,597,180,149,1/27/2021 10:44
793,709,122,27,1/11/2021 4:21
794,554,190,41,11/10/2021 3:24
795,348,90,103,9/16/2021 23:45
796,316,99,38,9/4/2021 0:31
797,745,111,116,7/15/2021 2:57
798,331,69,68,12/20/2020 22:43
799,674,34,101,9/17/2021 2:50
800,42,160,163,5/22/2021 14:10
801,10,9,98,10/30/2021 8:07
802,377,43,174,6/13/2021 0:19
803,171,49,77,6/23/2021 7:06
804,54,149,15,11/28/2021 8:07
805,47,79,136,2/4/2021 10:05
806,446,134,133,6/28/2021 0:47
807,863,121,169,5/14/2021 21:15
808,546,113,71,6/22/2021 7:53
809,271,5,39,4/26/2021 19:06
810,468,33,170,8/18/2021 18:04
811,912,193,172,3/1/2021 4:10
812,925,111,113,9/6/2021 1:13
813,35,41,93,6/3/2021 19:52
814,854,119,7,7/11/2021 14:38
815,842,8,6,6/7/2021 16:35
816,521,60,70,12/1/2020 7:53
817,442,53,77,9/30/2021 18:57
818,523,200,105,4/14/2021 6:37
819,571,179,72,4/7/2021 1:14
820,557,199,192,3/20/2021 0:57
821,748,4,172,3/4/2021 20:48
822,95,109,26,8/9/2021 1:00
823,435,112,115,12/3/2020 3:23
824,759,170,107,11/1/2021 14:15
825,181,101,50,8/9/2021 4:19
826,944,153,50,5/15/2021 15:45
827,318,199,198,4/8/2021 18:48
828,429,96,101,1/19/2021 22:49
829,543,95,172,3/18/2021 5:41
830,48,181,23,6/1/2021 23:18
831,967,163,53,5/26/2021 8:05
832,924,65,19,2/18/2021 17:15
833,128,15,32,10/7/2021 13:21
834,268,121,112,6/24/2021 4:56
835,423,121,103,5/25/2021 14:33
836,562,190,142,4/27/2021 9:52
837,416,82,132,1/12/2021 7:37
838,36,1,158,9/25/2021 17:03
839,627,121,95,1/20/2021 15:39
840,756,63,2,9/9/2021 21:09
841,173,10,124,6/19/2021 14:20
842,514,197,23,7/4/2021 7:34
843,738,130,12,9/23/2021 13:00
844,620,20,26,2/11/2021 3:38
845,888,67,76,9/2/2021 13:20
846,531,26,118,10/20/2021 23:49
847,22,93,128,6/4/2021 8:14
848,485,191,3,11/11/2021 4:24
849,207,57,186,3/22/2021 22:13
850,433,85,33,7/6/2021 0:26
851,292,180,178,2/3/2021 13:13
852,837,141,36,8/7/2021 17:22
853,312,78,72,4/26/2021 7:15
854,106,111,12,12/5/2020 0:15
855,787,2,21,11/8/2021 10:17
856,365,133,110,10/24/2021 7:53
857,275,19,63,9/17/2021 16:10
858,453,180,158,9/22/2021 16:20
859,82,104,150,11/18/2021 12:03
860,7,8,66,1/31/2021 0:08
861,165,57,200,12/12/2020 0:39
862,479,144,69,7/8/2021 19:15
863,958,1,177,10/29/2021 12:12
864,843,195,174,7/14/2021 4:00
865,628,41,61,8/26/2021 9:06
866,262,42,99,9/18/2021 17:47
867,771,53,182,7/5/2021 18:11
868,772,46,110,8/14/2021 1:48
869,105,35,138,2/7/2021 7:56
870,697,82,106,1/27/2021 13:01
871,285,137,22,4/2/2021 19:31
872,311,111,47,8/11/2021 17:19
873,33,51,81,2/26/2021 12:15
874,772,120,133,9/19/2021 23:54
875,32,134,112,2/13/2021 3:17
876,52,129,118,6/14/2021 11:11
877,350,127,199,11/6/2021 10:15
878,235,104,194,1/27/2021 23:19
879,382,70,49,12/8/2020 5:31
880,20,153,29,11/13/2021 20:25
881,500,164,127,3/5/2021 7:43
882,11,102,197,2/23/2021 8:57
883,941,61,172,2/20/2021 14:15
884,900,159,180,8/29/2021 8:25
885,481,173,19,10/3/2021 14:05
886,768,64,189,12/3/2020 15:27
887,113,31,132,5/15/2021 18:52
888,638,165,114,6/11/2021 18:37
889,247,20,164,5/6/2021 9:07
890,260,155,100,1/23/2021 4:14
891,350,121,108,2/19/2021 14:35
892,708,133,150,2/22/2021 2:57
893,955,26,95,1/25/2021 12:10
894,899,149,144,8/5/2021 6:55
895,944,96,167,7/17/2021 9:00
896,911,150,148,10/22/2021 18:31
897,374,185,19,11/16/2021 23:37
898,716,33,98,11/4/2021 1:19
899,196,82,94,5/29/2021 5:40
900,928,38,92,1/26/2021 10:13
901,73,57,17,6/22/2021 16:11
902,741,73,134,5/25/2021 5:10
903,895,199,134,4/28/2021 18:44
904,994,55,142,1/11/2021 0:32
905,199,132,177,11/18/2021 22:53
906,937,54,40,7/30/2021 4:17
907,590,101,55,9/30/2021 20:17
908,294,162,148,1/31/2021 16:49
909,163,38,147,5/13/2021 10:03
910,186,127,172,9/25/2021 9:03
911,219,143,93,5/30/2021 11:18
912,571,12,106,9/30/2021 8:35
913,956,82,68,4/30/2021 1:46
914,588,195,157,1/18/2021 4:50
915,969,81,128,3/26/2021 1:00
916,20,68,63,3/21/2021 14:01
917,206,46,65,3/22/2021 1:22
918,740,129,179,9/16/2021 11:31
919,598,184,12,12/3/2020 10:45
920,233,3,195,8/10/2021 8:25
921,8,199,36,6/16/2021 5:47
922,820,172,186,1/24/2021 0:14
923,933,60,99,2/6/2021 20:55
924,532,84,92,10/4/2021 2:26
925,175,197,25,9/2/2021 4:12
926,744,152,115,10/11/2021 7:42
927,925,155,10,3/30/2021 11:36
928,385,148,37,11/19/2021 8:44
929,487,120,157,11/18/2021 15:02
930,711,167,172,10/16/2021 21:17
931,321,64,141,10/18/2021 20:41
932,31,52,23,11/28/2021 8:34
933,604,80,137,2/6/2021 1:36
934,33,7,11,9/13/2021 22:47
935,591,61,88,2/13/2021 12:20
936,918,76,134,9/23/2021 3:03
937,175,98,103,1/22/2021 22:49
938,248,90,109,2/21/2021 10:51
939,901,165,175,3/29/2021 18:15
940,188,57,111,11/9/2021 18:26
941,5,52,128,1/10/2021 2:27
942,648,55,138,5/9/2021 19:36
943,745,17,153,10/12/2021 0:50
944,350,58,200,11/5/2021 1:40
945,82,58,86,10/6/2021 16:22
946,95,168,45,5/25/2021 1:49
947,96,53,199,2/23/2021 14:44
948,470,190,198,9/11/2021 2:13
949,769,28,32,5/1/2021 19:34
950,277,132,180,1/27/2021 0:41
951,377,107,116,2/23/2021 9:13
952,617,79,172,11/4/2021 17:06
953,263,35,120,12/23/2020 21:16
954,402,186,86,7/7/2021 12:26
955,363,159,40,3/27/2021 11:01
956,569,83,130,1/31/2021 0:40
957,623,193,95,7/5/2021 11:04
958,377,190,46,6/16/2021 19:54
959,271,199,179,12/22/2020 21:42
960,902,104,147,2/18/2021 7:14
961,469,81,98,5/24/2021 8:23
962,232,108,168,6/4/2021 23:32
963,688,197,62,12/24/2020 18:13
964,290,106,79,7/14/2021 9:50
965,876,88,73,11/21/2021 3:14
966,792,5,185,4/23/2021 21:40
967,898,192,35,2/20/2021 9:50
968,702,186,139,2/10/2021 2:19
969,311,57,22,11/14/2021 6:03
970,278,40,167,3/23/2021 4:07
971,361,85,61,3/5/2021 14:24
972,206,11,125,12/31/2020 5:01
973,409,66,7,11/18/2021 16:05
974,784,121,95,6/30/2021 2:59
975,773,56,189,7/11/2021 5:22
976,125,191,188,11/19/2021 17:53
977,524,170,111,6/21/2021 22:32
978,375,72,150,2/6/2021 16:55
979,711,169,137,4/12/2021 9:08
980,960,145,42,4/4/2021 5:29
981,684,120,167,10/14/2021 14:09
982,484,72,5,3/28/2021 22:51
983,915,68,171,5/22/2021 17:58
984,68,168,185,10/12/2021 3:54
985,584,153,143,7/10/2021 18:59
986,519,9,144,9/14/2021 20:51
987,96,195,192,2/15/2021 11:39
988,128,38,187,10/26/2021 10:14
989,400,101,71,1/12/2021 0:36
990,622,77,123,12/24/2020 0:31
991,100,119,46,12/15/2020 5:05
992,567,45,49,8/24/2021 8:01
993,118,114,176,7/19/2021 1:13
994,162,47,60,4/11/2021 1:26
995,872,53,58,10/22/2021 19:14
996,811,33,25,10/24/2021 17:55
997,930,165,82,2/5/2021 9:49
998,157,53,15,8/30/2021 14:29
999,471,122,71,12/23/2020 14:27
1000,28,144,98,6/20/2021 3:59
