ItemID,ItemName,SerialNumber,ItemType,IsCheckedOut,IsRemoved
615,ut massa volutpat,2100106872,Camera Stand,0,0
616,amet cursus id,2234947723,Camera Stand,0,0
617,nam tristique,2468212916,Laptop,0,0
618,vestibulum ante ipsum,2059207355,Laptop,0,0
619,eget massa,360612989,Phone Stand,0,0
620,sociis natoque penatibus,5771033707,Phone Stand,0,0
621,nulla facilisi,1649517238,Mic,0,0
622,in,837268753,Mic,0,0
623,hac,396186661,Phone Stand,0,0
624,viverra diam vitae,4050459329,Camera,0,0
625,quis odio consequat,992317509,Camera Stand,0,0
626,rutrum at,4740739585,Phone Stand,0,0
627,tristique tortor eu,9106867448,Camera,0,0
628,tempus,9422084660,Mic,0,0
629,quis turpis sed,5679102153,Laptop,0,0
630,morbi odio,8981412006,Camera Stand,0,0
631,leo rhoncus,2787953433,Phone Stand,0,0
632,duis,9163998521,Phone Stand,0,0
633,libero nullam sit,7335154502,Phone Stand,0,0
634,auctor,9796461005,Camera Stand,0,0
635,tempus vivamus,1040028861,Phone Stand,0,0
636,vivamus,5156801218,Phone Stand,0,0
637,ac est,275356574,Camera Stand,0,0
638,libero,7925903945,Camera,0,0
639,morbi,4935917709,Camera,0,0
640,vel,5309532226,Mic,0,0
641,mauris ullamcorper,7889360029,Phone Stand,0,0
642,aliquam quis turpis,4414809266,Phone Stand,0,0
643,montes nascetur ridiculus,7214053225,Phone Stand,0,0
644,nulla integer pede,707979285,Camera Stand,0,0
645,turpis sed,5332321163,Camera,0,0
646,feugiat non,1620062542,Laptop,0,0
647,porttitor,88501019,Mic,0,0
648,duis,1368228615,Camera Stand,0,0
649,donec,7433384308,Mic,0,0
650,luctus,6592223103,Mic,0,0
651,accumsan,7337923422,Laptop,0,0
652,sed,4170506774,Mic,0,0
653,eget,5911262061,Camera Stand,0,0
654,ut,9288143424,Mic,0,0
655,neque duis bibendum,5919525460,Camera Stand,0,0
656,nunc,1122123027,Mic,0,0
657,sit amet nunc,2350940330,Camera Stand,0,0
658,hendrerit,2935901185,Mic,0,0
659,augue a,5328048504,Laptop,0,0
660,iaculis justo,3226259334,Camera,0,0
661,phasellus,532312619,Camera,0,0
662,volutpat dui maecenas,4167948362,Mic,0,0
663,ultrices libero non,2988044791,Phone Stand,0,0
664,interdum eu,5400870988,Mic,0,0
665,ipsum dolor sit,4957820120,Camera Stand,0,0
666,pede libero quis,4671319896,Mic,0,0
667,libero non mattis,4189542695,Camera Stand,0,0
668,turpis elementum ligula,7149334202,Camera Stand,0,0
669,aliquam,8186147497,Camera,0,0
670,non lectus,5205129387,Laptop,0,0
671,nulla ultrices,5511279935,Laptop,0,0
672,maecenas rhoncus aliquam,6250740384,Phone Stand,0,0
673,semper,3087052590,Laptop,0,0
674,a,8442316116,Laptop,0,0
675,vehicula consequat morbi,8884505054,Camera Stand,0,0
676,quis tortor,1047022168,Camera,0,0
677,felis sed,2849181145,Phone Stand,0,0
678,felis fusce posuere,3128521042,Camera Stand,0,0
679,convallis,2449510311,Camera Stand,0,0
680,sodales,3486253662,Phone Stand,0,0
681,eget,6858294767,Camera Stand,0,0
682,in quis,4543402200,Camera,0,0
683,ultrices libero,6953019514,Phone Stand,0,0
684,nulla nisl,4324748977,Camera,0,0
685,nunc vestibulum,2803535580,Camera Stand,0,0
686,etiam,9687123427,Laptop,0,0
687,ut volutpat sapien,5109412650,Camera Stand,0,0
688,odio in,2749673445,Phone Stand,0,0
689,nullam,3656685045,Mic,0,0
690,amet,3829261829,Mic,0,0
691,amet,7781220935,Mic,0,0
692,ligula vehicula,937722944,Phone Stand,0,0
693,eu,7339196080,Camera Stand,0,0
694,nec nisi,6688510618,Mic,0,0
695,ultricies,2203378832,Mic,0,0
696,aliquam,2338767292,Camera Stand,0,0
697,non mattis pulvinar,9084249453,Camera Stand,0,0
698,nulla,3803119227,Laptop,0,0
699,nisi volutpat eleifend,4790563901,Camera,0,0
700,nulla ut,5355414524,Mic,0,0
701,aliquet at feugiat,9424413033,Mic,0,0
702,platea dictumst maecenas,8462529212,Laptop,0,0
703,bibendum imperdiet,7993303389,Camera Stand,0,0
704,nullam,1617588601,Camera,0,0
705,curabitur,7752310964,Laptop,0,0
706,vivamus in,6882957258,Mic,0,0
707,penatibus et magnis,9795694790,Phone Stand,0,0
708,tincidunt ante vel,1991923902,Camera Stand,0,0
709,non,6742216921,Camera Stand,0,0
710,nonummy,5698106355,Camera Stand,0,0
711,nullam orci,6814353733,Camera,0,0
712,ac,6492065603,Mic,0,0
713,ac leo,3659581887,Camera Stand,0,0
714,amet eleifend,6083903661,Camera,0,0
715,cum,674876083,Camera Stand,0,0
716,fermentum justo,8912167685,Laptop,0,0
717,ligula vehicula,6189353959,Camera Stand,0,0
718,cursus vestibulum proin,3336785308,Mic,0,0
719,tincidunt lacus at,3512890709,Laptop,0,0
720,tincidunt,4638841562,Camera Stand,0,0
721,suscipit,2154414087,Mic,0,0
722,blandit ultrices,3164165552,Phone Stand,0,0
723,velit,2439465399,Mic,0,0
724,et ultrices posuere,8523536744,Phone Stand,0,0
725,in,7707518896,Phone Stand,0,0
726,faucibus orci luctus,2566940088,Laptop,0,0
727,dapibus,3598639465,Camera,0,0
728,ligula sit amet,3069419038,Mic,0,0
729,dapibus augue vel,4871080595,Phone Stand,0,0
730,enim sit amet,5166912527,Camera Stand,0,0
731,morbi ut,4101069360,Mic,0,0
732,interdum,8552911574,Laptop,0,0
733,rhoncus aliquam lacus,7961256334,Camera,0,0
734,ut rhoncus aliquet,7381997592,Camera,0,0
735,diam,5018234709,Mic,0,0
736,sagittis nam congue,6375620341,Camera Stand,0,0
737,eu est,8552110903,Camera,0,0
738,felis sed lacus,7285364118,Mic,0,0
739,amet cursus id,4479558004,Laptop,0,0
740,lacus morbi sem,3881987878,Laptop,0,0
741,vel dapibus at,5383960503,Phone Stand,0,0
742,massa,5961529711,Phone Stand,0,0
743,id,8778414032,Mic,0,0
744,nam,1478761881,Laptop,0,0
745,a suscipit,9217065730,Mic,0,0
746,condimentum,2189835747,Laptop,0,0
747,duis aliquam convallis,7169622122,Laptop,0,0
748,maecenas pulvinar,514719222,Laptop,0,0
749,feugiat non,3649124971,Camera,0,0
750,vestibulum quam,5938389925,Laptop,0,0
751,ante,8551864386,Laptop,0,0
752,dui vel,9608019664,Laptop,0,0
753,gravida,1280434570,Phone Stand,0,0
754,in,7906697979,Camera Stand,0,0
755,nascetur,350772401,Mic,0,0
756,ipsum integer a,6198462145,Camera Stand,0,0
757,neque libero,2757093053,Mic,0,0
758,turpis enim,6723262379,Camera,0,0
759,ante,3857481390,Camera Stand,0,0
760,orci,9598309398,Phone Stand,0,0
761,semper est quam,3197814371,Camera Stand,0,0
762,sed,1026882737,Camera Stand,0,0
763,eros,1242718311,Laptop,0,0
764,luctus ultricies,6746528413,Phone Stand,0,0
765,lacus at,3991549638,Phone Stand,0,0
766,turpis a,2378247672,Mic,0,0
767,vivamus in felis,2290580546,Camera,0,0
768,vestibulum velit,1938275683,Phone Stand,0,0
769,mauris sit amet,681490373,Camera,0,0
770,eget eros elementum,9995025086,Laptop,0,0
771,tincidunt eu,5462639864,Camera,0,0
772,quisque arcu libero,3291347234,Phone Stand,0,0
773,donec vitae,6591802045,Mic,0,0
774,purus eu,9887240265,Phone Stand,0,0
775,nam tristique tortor,1317300939,Laptop,0,0
776,leo odio condimentum,821394630,Mic,0,0
777,morbi quis,12046574,Camera Stand,0,0
778,ultricies eu nibh,4109652243,Laptop,0,0
779,sagittis sapien cum,2033904423,Camera,0,0
780,sit amet,1158678576,Phone Stand,0,0
781,iaculis,8549605174,Camera Stand,0,0
782,amet,1493872729,Phone Stand,0,0
783,suscipit,9649545905,Laptop,0,0
784,integer tincidunt ante,7376650598,Camera Stand,0,0
785,dapibus,7211167483,Mic,0,0
786,congue,4275604199,Camera Stand,0,0
787,sed,2183609346,Mic,0,0
788,fringilla,1563521997,Camera,0,0
789,duis,256506671,Phone Stand,0,0
790,erat,6725678963,Mic,0,0
791,dapibus,9207604329,Camera Stand,0,0
792,id,6393966025,Camera Stand,0,0
793,diam,6527267711,Mic,0,0
794,eu,8578896416,Phone Stand,0,0
795,elementum in,8403151047,Camera,0,0
796,eget vulputate,9331367813,Laptop,0,0
797,nullam porttitor lacus,1636882609,Phone Stand,0,0
798,in faucibus orci,4803138915,Mic,0,0
799,ut at dolor,4346599680,Laptop,0,0
800,venenatis turpis enim,5057555278,Mic,0,0
801,ligula in lacus,7640727987,Camera,0,0
802,pellentesque,1580977995,Mic,0,0
803,elit proin interdum,5702536088,Camera,0,0
804,id,2806502861,Phone Stand,0,0
805,lacinia aenean,2940117551,Mic,0,0
806,sed,9380138377,Camera,0,0
807,volutpat erat,454200234,Laptop,0,0
808,tincidunt nulla mollis,3056814197,Mic,0,0
809,tellus in,2832949614,Camera,0,0
810,lacus,2954464437,Camera Stand,0,0
811,dolor,5565277361,Laptop,0,0
812,congue,254619851,Camera Stand,0,0
813,sapien urna pretium,1245235680,Camera Stand,0,0
814,commodo,8056766723,Mic,0,0
815,ac enim in,8304640732,Laptop,0,0
816,ac consequat,5958225987,Camera,0,0
817,nisl ut volutpat,6183229628,Camera,0,0
818,in quam fringilla,491789254,Camera Stand,0,0
819,nisi at nibh,4806936103,Phone Stand,0,0
820,blandit mi in,8098114392,Mic,0,0
821,habitasse platea,7720253361,Camera,0,0
822,pede ullamcorper,7856091339,Laptop,0,0
823,nulla,2328186408,Camera Stand,0,0
824,in tempor,1372917217,Camera,0,0
825,fusce lacus,772701113,Camera Stand,0,0
826,vivamus vestibulum sagittis,6106287104,Mic,0,0
827,hac,76020789,Mic,0,0
828,at nibh in,1301814938,Laptop,0,0
829,amet justo,1831322196,Camera,0,0
830,ut nulla,7182281007,Laptop,0,0
831,lorem ipsum,2919598325,Mic,0,0
832,pede morbi,3068665175,Camera,0,0
833,tellus nulla ut,6218730565,Camera Stand,0,0
834,venenatis turpis enim,6609236135,Camera,0,0
835,justo,4895551822,Laptop,0,0
836,est lacinia,2189238048,Camera,0,0
837,in tempor turpis,8365697149,Camera Stand,0,0
838,justo lacinia,6682281676,Phone Stand,0,0
839,at nibh in,751139904,Camera Stand,0,0
840,ut massa,5474402910,Mic,0,0
841,tristique,9197711721,Mic,0,0
842,mattis egestas,2255688816,Camera Stand,0,0
843,felis,8184669445,Mic,0,0
844,eleifend quam a,3600292900,Mic,0,0
845,justo in,8210051784,Phone Stand,0,0
846,sapien placerat,3367253383,Camera Stand,0,0
847,volutpat convallis,297894625,Mic,0,0
848,at,4512567488,Camera,0,0
849,quam,1281983098,Camera,0,0
850,arcu sed,2770401149,Camera,0,0
851,aenean sit,6653958027,Phone Stand,0,0
852,adipiscing,6220255488,Camera,0,0
853,tincidunt,9055182346,Phone Stand,0,0
854,odio,9036119995,Camera,0,0
855,tempus vel pede,9752774105,Camera Stand,0,0
856,nec,7864969089,Camera,0,0
857,suscipit nulla elit,4994084432,Mic,0,0
858,nibh,4897238331,Phone Stand,0,0
859,at velit,2974837166,Laptop,0,0
860,elit,5606165759,Camera,0,0
861,fusce lacus,6127987415,Mic,0,0
862,vel dapibus,4915362868,Phone Stand,0,0
863,vestibulum eget,303460202,Camera Stand,0,0
864,cursus,4637864283,Camera Stand,0,0
865,feugiat non,7143654086,Laptop,0,0
866,fusce consequat,2646005547,Camera,0,0
867,morbi porttitor,5939285430,Camera Stand,0,0
868,in congue etiam,2921638525,Camera Stand,0,0
869,volutpat eleifend donec,3763477187,Laptop,0,0
870,sapien non mi,9708592439,Camera,0,0
871,sem,6364787983,Camera,0,0
872,augue vestibulum,420786376,Phone Stand,0,0
873,ac est,6265198610,Phone Stand,0,0
874,est,4849592945,Laptop,0,0
875,ut,509511139,Mic,0,0
876,nunc proin,5040014635,Phone Stand,0,0
877,tristique tortor eu,5639868309,Mic,0,0
878,donec pharetra magna,1797740504,Mic,0,0
879,dis parturient,5638080589,Laptop,0,0
880,nonummy integer non,9161339156,Phone Stand,0,0
881,scelerisque mauris,8590239349,Phone Stand,0,0
882,odio,8124564752,Phone Stand,0,0
883,suspendisse accumsan tortor,1083225413,Camera,0,0
884,lacinia,1460919440,Phone Stand,0,0
885,at nunc commodo,4804628193,Laptop,0,0
886,maecenas rhoncus aliquam,9575890418,Camera,0,0
887,leo pellentesque,2403280194,Laptop,0,0
888,mi integer,8258641816,Camera Stand,0,0
889,nibh in,3059610290,Mic,0,0
890,sit amet sem,8911496758,Phone Stand,0,0
891,velit nec nisi,4386117253,Camera Stand,0,0
892,iaculis diam erat,1985360713,Camera,0,0
893,consequat nulla nisl,6912066941,Mic,0,0
894,praesent blandit,1796459984,Laptop,0,0
895,arcu libero rutrum,4784261826,Camera Stand,0,0
896,venenatis non sodales,8218471804,Camera Stand,0,0
897,vel nulla eget,4437211898,Camera,0,0
898,mattis,9966246096,Camera Stand,0,0
899,vulputate nonummy maecenas,8439658257,Camera,0,0
900,vulputate luctus,8653873732,Camera,0,0
901,vel augue vestibulum,6683787948,Camera Stand,0,0
902,pede,4861874580,Camera Stand,0,0
903,viverra eget congue,5939984339,Camera Stand,0,0
904,donec,3206879337,Phone Stand,0,0
905,eu est,8761481645,Mic,0,0
906,vestibulum,7215062058,Phone Stand,0,0
907,nibh ligula,7586596476,Laptop,0,0
908,varius integer,902794507,Laptop,0,0
909,nisi,9336479709,Phone Stand,0,0
910,sit,9507832874,Phone Stand,0,0
911,ultricies,6374738470,Camera Stand,0,0
912,cubilia curae mauris,5715620570,Mic,0,0
913,id ligula suspendisse,6651926063,Camera Stand,0,0
914,et,9520519092,Laptop,0,0
915,in quis justo,4993063938,Laptop,0,0
916,arcu sed,1391101693,Mic,0,0
917,in,5721013389,Camera Stand,0,0
918,leo odio,9975272355,Mic,0,0
919,primis in faucibus,1041581866,Laptop,0,0
920,aliquam,5969591203,Phone Stand,0,0
921,dui maecenas,2345047380,Mic,0,0
922,phasellus sit,9085243408,Phone Stand,0,0
923,sed tristique,1006823859,Laptop,0,0
924,imperdiet et commodo,6388760082,Laptop,0,0
925,turpis,6266426927,Laptop,0,0
926,nibh in,4461372111,Phone Stand,0,0
927,eleifend,8154054647,Laptop,0,0
928,nulla,1887011226,Camera,0,0
929,est,3574858205,Laptop,0,0
930,in lacus curabitur,5484644984,Camera Stand,0,0
931,nibh,7838036054,Camera Stand,0,0
932,pede ac diam,7029784065,Phone Stand,0,0
933,nisl,7378256250,Laptop,0,0
934,quam pede lobortis,5500627341,Camera Stand,0,0
935,eu nibh quisque,7356204975,Mic,0,0
936,orci luctus,5825222634,Mic,0,0
937,arcu,6922793722,Mic,0,0
938,porttitor lorem id,3765407712,Camera,0,0
939,aliquam sit amet,587448237,Phone Stand,0,0
940,nullam orci pede,6322052438,Camera Stand,0,0
941,orci,111013984,Mic,0,0
942,leo,7784844042,Mic,0,0
943,adipiscing,3364791023,Phone Stand,0,0
944,magna ac consequat,998031062,Phone Stand,0,0
945,purus sit amet,7913489553,Camera Stand,0,0
946,neque,9124995924,Mic,0,0
947,nisl nunc,5402650314,Mic,0,0
948,dapibus,1239090986,Camera,0,0
949,felis eu,3236248653,Camera Stand,0,0
950,massa tempor,125613520,Laptop,0,0
951,ligula suspendisse ornare,6849818589,Mic,0,0
952,cum sociis natoque,6821578990,Phone Stand,0,0
953,vulputate luctus cum,709014805,Mic,0,0
954,sed,7440490061,Camera Stand,0,0
955,penatibus et magnis,3084812977,Mic,0,0
956,est lacinia,6980635859,Mic,0,0
957,aliquam augue quam,4721617666,Phone Stand,0,0
958,sollicitudin mi sit,2713285380,Phone Stand,0,0
959,eu,9404332895,Phone Stand,0,0
960,duis ac nibh,8610723054,Mic,0,0
961,augue vestibulum ante,3572560810,Laptop,0,0
962,libero,1209800136,Phone Stand,0,0
963,faucibus cursus,8351388173,Phone Stand,0,0
964,duis bibendum,8404060940,Camera Stand,0,0
965,eget elit sodales,8038349423,Camera Stand,0,0
966,vulputate,740907158,Camera,0,0
967,nunc donec,9456547256,Camera Stand,0,0
968,at,1560075619,Camera,0,0
969,turpis donec,1524337749,Camera,0,0
970,pretium,6092559838,Camera,0,0
971,vulputate justo,9523886711,Laptop,0,0
972,ante ipsum primis,4065423678,Camera,0,0
973,at turpis,4290997759,Laptop,0,0
974,mauris viverra,8363081361,Camera Stand,0,0
975,nullam varius nulla,9298464509,Phone Stand,0,0
976,justo lacinia eget,825519357,Camera,0,0
977,ligula suspendisse,1652328424,Camera Stand,0,0
978,id,4886373577,Laptop,0,0
979,cum sociis,7470159428,Mic,0,0
980,nisl nunc rhoncus,4420096586,Mic,0,0
981,nunc proin,3766488074,Mic,0,0
982,dui maecenas tristique,5326618117,Laptop,0,0
983,luctus tincidunt nulla,1450952577,Camera Stand,0,0
984,justo etiam pretium,2661583289,Phone Stand,0,0
985,semper,7249299670,Phone Stand,0,0
986,vel nulla,1709368500,Laptop,0,0
987,aliquam,875076874,Camera,0,0
988,felis sed,8826297959,Camera,0,0
989,pede malesuada in,4676755279,Camera,0,0
990,nulla,8138657251,Mic,0,0
991,turpis,5970300209,Laptop,0,0
992,natoque,7346283708,Phone Stand,0,0
993,quisque erat eros,265302064,Phone Stand,0,0
994,sodales sed,2012016502,Camera Stand,0,0
995,consequat morbi,8278528187,Phone Stand,0,0
996,fusce posuere,4887639309,Camera,0,0
997,tincidunt eu,5897349746,Mic,0,0
998,nulla,5200051762,Phone Stand,0,0
999,morbi ut,3549299257,Camera Stand,0,0
1000,nec,3912118930,Mic,0,0
