ReturnID,ItemID,EmployeeID,CustomerID,CheckOutID,ReturnedOn
663,783,111,57,663,2/23/2021 20:04
664,726,62,85,664,1/7/2021 8:26
665,149,175,193,665,4/28/2021 19:36
666,865,98,199,666,1/13/2021 3:42
667,923,36,62,667,12/22/2020 0:50
668,253,131,77,668,1/18/2021 18:39
669,473,130,162,669,1/7/2021 14:18
670,804,35,123,670,5/11/2021 19:11
671,220,113,37,671,5/27/2021 3:50
672,318,172,20,672,10/13/2021 11:47
673,82,72,80,673,3/31/2021 20:41
674,195,1,66,674,11/4/2021 5:31
675,898,124,10,675,11/6/2021 0:26
676,754,99,33,676,9/11/2021 4:50
677,290,181,55,677,10/11/2021 4:37
678,239,192,64,678,2/13/2021 8:30
679,99,164,57,679,8/6/2021 7:10
680,937,53,34,680,8/25/2021 19:29
681,39,133,11,681,10/7/2021 8:34
682,266,165,88,682,7/24/2021 10:45
683,179,40,167,683,12/19/2020 15:18
684,884,136,184,684,7/18/2021 3:36
685,317,102,18,685,6/22/2021 7:44
686,207,185,186,686,10/17/2021 19:15
687,304,125,184,687,9/11/2021 9:02
688,448,148,121,688,4/5/2021 22:39
689,70,94,172,689,1/13/2021 2:12
690,175,39,159,690,3/5/2021 23:49
691,361,91,81,691,1/3/2021 11:22
692,185,39,29,692,12/10/2020 10:39
693,85,104,27,693,11/15/2021 10:59
694,903,123,149,694,10/30/2021 13:33
695,886,190,58,695,2/26/2021 18:47
696,645,175,35,696,10/21/2021 11:22
697,528,180,99,697,9/16/2021 13:06
698,132,90,160,698,2/10/2021 18:08
699,258,114,37,699,5/25/2021 18:43
700,401,140,126,700,12/10/2020 9:32
701,779,56,16,701,5/7/2021 21:55
702,640,72,14,702,2/1/2021 17:44
703,715,136,20,703,9/22/2021 7:34
704,817,1,183,704,11/3/2021 8:29
705,940,152,22,705,1/7/2021 14:51
706,32,156,129,706,1/9/2021 7:09
707,917,153,95,707,9/10/2021 4:32
708,990,144,46,708,10/29/2021 20:21
709,170,81,140,709,5/14/2021 16:52
710,752,128,7,710,4/14/2021 16:06
711,585,172,166,711,10/5/2021 7:40
712,698,115,93,712,5/2/2021 11:24
713,526,118,22,713,9/3/2021 18:09
714,379,171,12,714,4/25/2021 21:04
715,192,79,97,715,9/2/2021 11:05
716,672,96,150,716,6/3/2021 3:48
717,151,84,80,717,9/14/2021 12:11
718,693,102,124,718,9/28/2021 19:39
719,718,180,111,719,9/27/2021 22:22
720,284,155,81,720,12/13/2020 10:20
721,250,70,4,721,1/12/2021 6:22
722,921,141,70,722,8/17/2021 22:19
723,626,126,140,723,10/10/2021 19:36
724,393,63,198,724,9/25/2021 15:19
725,11,39,191,725,5/25/2021 3:42
726,980,178,22,726,1/28/2021 22:37
727,999,157,15,727,3/26/2021 10:15
728,163,183,23,728,10/1/2021 9:06
729,903,141,23,729,6/25/2021 12:40
730,185,68,189,730,2/6/2021 15:25
731,453,26,20,731,1/20/2021 6:55
732,865,140,91,732,9/10/2021 13:20
733,166,85,126,733,1/3/2021 18:26
734,405,132,158,734,7/12/2021 20:24
735,661,54,59,735,10/3/2021 21:48
736,763,86,192,736,12/23/2020 15:41
737,31,17,107,737,9/17/2021 2:31
738,60,88,135,738,7/31/2021 11:37
739,256,138,32,739,4/17/2021 18:39
740,198,83,80,740,9/25/2021 7:02
741,715,16,40,741,3/27/2021 9:56
742,998,138,52,742,5/3/2021 7:36
743,284,21,36,743,11/9/2021 23:28
744,63,103,120,744,2/12/2021 16:51
745,579,91,156,745,8/29/2021 6:02
746,258,20,27,746,11/17/2021 23:00
747,930,191,115,747,9/23/2021 16:46
748,502,88,181,748,12/6/2020 2:13
749,245,99,149,749,7/11/2021 11:29
750,772,87,196,750,3/14/2021 14:28
751,776,35,41,751,8/19/2021 1:51
752,428,176,158,752,6/17/2021 19:14
753,918,123,119,753,7/12/2021 16:24
754,61,52,102,754,4/15/2021 0:02
755,473,184,73,755,1/20/2021 16:12
756,454,196,116,756,4/7/2021 20:01
757,780,32,70,757,10/29/2021 7:39
758,79,74,186,758,8/31/2021 5:22
759,641,105,80,759,10/8/2021 14:12
760,654,92,195,760,6/20/2021 15:21
761,713,30,6,761,10/6/2021 11:34
762,310,5,32,762,2/4/2021 9:05
763,801,172,181,763,8/17/2021 12:51
764,354,155,31,764,9/7/2021 1:10
765,300,107,138,765,7/9/2021 22:52
766,18,59,179,766,6/30/2021 17:35
767,560,26,66,767,8/31/2021 22:36
768,193,148,105,768,2/23/2021 12:38
769,862,20,185,769,11/24/2021 13:53
770,960,43,183,770,6/30/2021 23:26
771,785,86,192,771,9/17/2021 12:48
772,964,163,159,772,8/13/2021 11:09
773,361,107,61,773,5/14/2021 4:08
774,771,111,30,774,2/18/2021 17:39
775,858,21,127,775,10/18/2021 18:09
776,559,171,6,776,7/16/2021 21:34
777,65,194,131,777,4/8/2021 20:37
778,230,112,131,778,11/13/2021 0:56
779,760,54,73,779,1/12/2021 1:47
780,50,151,109,780,11/12/2021 7:27
781,973,166,169,781,7/22/2021 17:35
782,51,84,97,782,7/10/2021 23:01
783,348,184,97,783,8/21/2021 13:46
784,192,55,189,784,6/27/2021 7:53
785,267,72,163,785,4/2/2021 1:07
786,161,45,178,786,4/14/2021 22:10
787,886,57,48,787,8/15/2021 12:28
788,212,91,38,788,12/2/2020 1:53
789,500,148,40,789,1/20/2021 17:31
790,451,161,197,790,4/2/2021 13:47
791,817,7,99,791,9/11/2021 1:34
792,321,17,130,792,4/23/2021 15:34
793,496,67,149,793,11/5/2021 4:42
794,12,79,194,794,10/18/2021 19:27
795,152,97,44,795,11/19/2021 12:43
796,906,119,70,796,4/6/2021 13:30
797,721,50,31,797,3/18/2021 0:31
798,541,133,177,798,8/12/2021 6:24
799,153,77,151,799,1/1/2021 23:15
800,967,10,45,800,3/2/2021 10:53
801,776,44,115,801,9/16/2021 17:04
802,493,46,2,802,4/19/2021 6:51
803,532,56,58,803,3/1/2021 12:04
804,113,106,77,804,8/15/2021 7:03
805,893,141,88,805,6/16/2021 21:44
806,837,54,100,806,9/7/2021 18:01
807,859,110,10,807,5/18/2021 0:06
808,5,64,47,808,12/6/2020 7:58
809,976,2,96,809,4/19/2021 4:13
810,695,159,167,810,12/24/2020 10:11
811,950,36,193,811,8/9/2021 10:52
812,404,128,116,812,7/29/2021 4:06
813,5,189,197,813,10/4/2021 20:59
814,838,169,36,814,1/12/2021 12:22
815,737,171,55,815,2/14/2021 21:35
816,742,141,120,816,4/21/2021 21:00
817,695,77,66,817,6/29/2021 16:45
818,315,62,107,818,10/11/2021 18:00
819,185,148,149,819,6/29/2021 23:56
820,301,105,59,820,10/10/2021 22:09
821,509,191,113,821,12/1/2020 3:08
822,11,37,158,822,5/27/2021 4:53
823,699,191,15,823,7/22/2021 15:25
824,25,32,16,824,11/27/2021 6:57
825,348,131,178,825,12/4/2020 17:25
826,635,121,54,826,12/15/2020 9:21
827,963,191,13,827,3/23/2021 14:20
828,75,102,12,828,3/29/2021 4:38
829,236,30,100,829,1/30/2021 12:18
830,203,198,173,830,3/30/2021 13:21
831,109,17,189,831,10/22/2021 17:10
832,894,153,61,832,2/24/2021 7:37
833,709,26,75,833,9/23/2021 12:52
834,366,37,97,834,11/9/2021 1:52
835,8,196,3,835,12/30/2020 17:57
836,98,93,154,836,11/21/2021 3:15
837,761,45,82,837,9/20/2021 23:50
838,609,48,39,838,3/27/2021 18:29
839,859,52,112,839,2/19/2021 2:50
840,792,185,177,840,2/21/2021 9:38
841,526,8,12,841,7/13/2021 2:36
842,172,186,35,842,5/1/2021 22:58
843,92,178,93,843,6/14/2021 20:59
844,190,16,17,844,7/4/2021 7:50
845,963,191,11,845,1/23/2021 16:22
846,457,97,129,846,7/13/2021 23:43
847,4,94,128,847,7/30/2021 6:52
848,499,176,106,848,2/1/2021 19:11
849,32,62,83,849,12/23/2020 8:09
850,932,15,173,850,9/7/2021 10:49
851,777,59,51,851,8/1/2021 0:23
852,247,38,182,852,7/25/2021 1:23
853,116,63,13,853,6/26/2021 16:07
854,208,95,69,854,11/24/2021 4:52
855,284,78,163,855,9/10/2021 17:31
856,298,112,45,856,7/26/2021 23:58
857,221,7,3,857,5/26/2021 0:43
858,575,16,94,858,8/28/2021 16:18
859,632,182,194,859,3/12/2021 7:42
860,812,78,79,860,7/14/2021 13:16
861,617,110,107,861,8/11/2021 9:41
862,822,30,28,862,6/7/2021 4:21
863,82,139,106,863,12/3/2020 5:11
864,382,26,116,864,11/6/2021 10:43
865,766,87,8,865,6/28/2021 19:33
866,400,46,39,866,2/27/2021 4:54
867,64,4,3,867,10/21/2021 21:07
868,512,151,80,868,6/17/2021 0:38
869,632,54,97,869,10/25/2021 7:35
870,366,49,41,870,3/7/2021 3:19
871,140,107,165,871,10/31/2021 23:40
872,722,129,105,872,1/10/2021 13:33
873,171,170,152,873,6/4/2021 21:12
874,838,1,45,874,11/4/2021 18:15
875,958,173,123,875,1/4/2021 6:06
876,44,107,98,876,4/9/2021 2:18
877,635,4,134,877,2/5/2021 13:05
878,938,46,64,878,7/6/2021 15:59
879,207,122,172,879,2/20/2021 4:42
880,179,77,9,880,6/15/2021 4:46
881,725,42,128,881,1/23/2021 2:03
882,971,141,157,882,12/18/2020 23:55
883,364,190,95,883,12/3/2020 23:21
884,195,189,168,884,7/31/2021 0:21
885,15,86,9,885,9/19/2021 14:20
886,458,123,79,886,9/17/2021 20:04
887,660,170,72,887,6/26/2021 17:20
888,693,154,177,888,5/8/2021 2:41
889,527,182,117,889,5/3/2021 12:20
890,630,101,180,890,2/9/2021 3:36
891,314,190,124,891,2/14/2021 12:58
892,916,14,102,892,10/23/2021 6:41
893,967,64,94,893,8/14/2021 5:25
894,747,98,60,894,11/6/2021 13:14
895,393,176,50,895,7/25/2021 10:03
896,101,4,94,896,11/1/2021 12:50
897,499,7,93,897,5/20/2021 1:59
898,760,76,188,898,11/30/2020 20:58
899,503,190,24,899,6/1/2021 11:10
900,293,144,198,900,7/15/2021 5:30
901,461,80,130,901,5/28/2021 6:02
902,776,51,136,902,11/6/2021 7:01
903,292,172,11,903,7/25/2021 20:51
904,269,47,58,904,2/5/2021 4:05
905,221,85,52,905,2/17/2021 4:46
906,985,66,29,906,7/11/2021 15:08
907,959,2,158,907,3/21/2021 20:40
908,598,86,47,908,10/28/2021 21:05
909,7,170,119,909,4/28/2021 4:38
910,714,17,139,910,9/29/2021 18:31
911,632,155,159,911,9/1/2021 11:50
912,525,51,167,912,1/20/2021 19:45
913,102,68,169,913,12/19/2020 15:52
914,125,195,30,914,8/18/2021 17:19
915,451,86,47,915,6/22/2021 23:49
916,666,147,171,916,12/12/2020 0:07
917,946,184,128,917,9/20/2021 14:23
918,765,106,159,918,8/9/2021 11:46
919,898,85,38,919,6/19/2021 15:35
920,64,100,68,920,4/9/2021 17:34
921,20,80,86,921,3/8/2021 15:03
922,805,61,108,922,3/15/2021 12:42
923,952,13,178,923,11/12/2021 1:34
924,649,98,59,924,11/1/2021 6:55
925,837,179,146,925,5/23/2021 20:32
926,504,62,91,926,8/17/2021 14:59
927,38,64,67,927,3/16/2021 19:26
928,599,14,47,928,7/22/2021 13:19
929,938,195,58,929,3/25/2021 10:33
930,899,23,18,930,4/29/2021 8:04
931,16,92,191,931,6/21/2021 1:57
932,991,156,54,932,2/7/2021 5:48
933,260,115,121,933,3/17/2021 2:07
934,351,16,86,934,11/6/2021 13:37
935,24,145,103,935,9/21/2021 12:05
936,998,75,54,936,10/12/2021 12:03
937,149,105,122,937,2/24/2021 12:23
938,43,123,103,938,9/25/2021 12:26
939,982,9,194,939,6/18/2021 4:30
940,12,104,138,940,9/7/2021 2:21
941,96,125,184,941,12/2/2020 14:04
942,907,103,64,942,4/24/2021 11:28
943,6,150,48,943,6/23/2021 16:07
944,234,34,74,944,1/13/2021 1:45
945,394,198,88,945,1/28/2021 4:34
946,43,58,13,946,7/25/2021 0:55
947,287,114,106,947,8/17/2021 4:39
948,780,49,2,948,11/5/2021 5:07
949,281,115,192,949,4/8/2021 6:59
950,69,195,91,950,1/25/2021 8:06
951,346,2,194,951,8/2/2021 22:45
952,91,11,167,952,5/5/2021 3:48
953,641,104,171,953,5/5/2021 9:54
954,405,68,22,954,10/20/2021 3:37
955,460,60,140,955,2/5/2021 10:05
956,997,135,162,956,12/13/2020 11:56
957,874,96,104,957,12/7/2020 6:40
958,93,192,112,958,7/18/2021 8:57
959,553,27,1,959,12/26/2020 17:51
960,338,34,122,960,1/1/2021 22:40
961,321,157,52,961,4/30/2021 9:01
962,77,61,123,962,3/4/2021 8:44
963,737,126,60,963,4/23/2021 10:41
964,598,146,170,964,9/28/2021 21:32
965,116,148,40,965,10/20/2021 16:19
966,69,173,161,966,8/5/2021 19:43
967,736,152,28,967,11/24/2021 21:43
968,643,81,51,968,10/18/2021 20:25
969,826,26,99,969,8/15/2021 22:24
970,384,161,91,970,1/10/2021 0:39
971,992,137,107,971,10/27/2021 17:22
972,249,185,77,972,1/28/2021 12:41
973,962,32,194,973,2/18/2021 22:48
974,535,29,181,974,10/24/2021 1:53
975,768,26,96,975,12/7/2020 1:05
976,394,148,11,976,8/4/2021 5:04
977,241,134,2,977,11/11/2021 5:17
978,927,170,77,978,3/16/2021 21:40
979,234,118,18,979,12/29/2020 13:47
980,428,25,141,980,9/8/2021 12:06
981,121,74,170,981,5/6/2021 18:59
982,947,83,149,982,8/8/2021 13:12
983,720,57,10,983,11/14/2021 22:36
984,743,140,4,984,2/9/2021 7:10
985,778,89,53,985,4/27/2021 20:18
986,596,167,154,986,1/15/2021 19:26
987,441,126,45,987,8/19/2021 1:00
988,548,103,61,988,8/28/2021 13:28
989,970,124,75,989,11/2/2021 10:04
990,921,186,165,990,3/16/2021 10:10
991,563,25,30,991,8/13/2021 15:24
992,441,43,88,992,11/28/2021 12:58
993,702,154,31,993,12/8/2020 9:56
994,157,46,85,994,4/10/2021 10:42
995,302,154,153,995,3/10/2021 5:21
996,662,199,186,996,3/28/2021 1:49
997,887,152,169,997,3/7/2021 20:21
998,439,32,78,998,9/25/2021 3:24
999,707,61,193,999,6/23/2021 0:48
1000,345,136,44,1000,6/22/2021 15:52
